# Long-horizon Mercury 1PN — apsis IAS15 side
# protocol: paper/notebooks/2026-05-13-mercury-1pn-long-horizon.md
# integrator: IAS15 (apsis), perturbation: PostNewtonian1PN::for_units(UnitSystem::solar_canonical())
# units: canonical Hénon (G = 1)
# a=0.387098, e=0.20563, m_mercury=1.660114e-7
# period=1.513251312931102266e0, dt0=1.000000000000000048e-4, n_orbits=4153
orbit,t,x,y,vx,vy,a_osc,e_osc,omega_osc
3853,5.830565442100459222e3,3.072959227062924681e-1,1.215037091767576065e-2,-6.553982992926217499e-2,1.978808065569422459e0,3.870979024961558879e-1,2.056297999529229370e-1,1.934173397744647083e-3
3854,5.832078139777155229e3,3.073306187152754498e-1,1.105363780413281226e-2,-5.968484186704922645e-2,1.979029110971801897e0,3.870979024909649291e-1,2.056297999347240502e-1,1.934676948297534005e-3
3855,5.833585937967416612e3,3.074989117526506499e-1,2.568380033001110081e-4,-2.024896299495107521e-3,1.980089760208151084e0,3.870979024674740532e-1,2.056297998523625714e-1,1.935194260127722204e-3
3856,5.835098677422745823e3,3.074985611600788982e-1,-7.577631688022340743e-4,3.393694238213049164e-3,1.980085345212935444e0,3.870979024678429248e-1,2.056297998536562310e-1,1.935697695718154206e-3
3857,5.836617017274002137e3,3.073789462597817379e-1,9.316291157852958985e-3,-5.040650751539847707e-2,1.979336576700739148e0,3.870979024837976068e-1,2.056297999095966222e-1,1.936185400254953519e-3
3858,5.838130032400486925e3,3.073905808986772681e-1,8.847720145887510296e-3,-4.790475986351984405e-2,1.979410493998783327e0,3.870979024820875303e-1,2.056297999036011681e-1,1.936688060704507604e-3
3859,5.839642766688853044e3,3.074139573767246114e-1,7.823207618297840435e-3,-4.243411811888640750e-2,1.979558830869755148e0,3.870979024786778688e-1,2.056297998916468694e-1,1.937191509700825383e-3
3860,5.841155676293508805e3,3.074278598255383854e-1,7.145676228506150744e-3,-3.881636020476939009e-2,1.979646907411383161e0,3.870979024766709742e-1,2.056297998846103592e-1,1.937694466657703587e-3
3861,5.842668443660972116e3,3.074454237637777587e-1,6.186506792768471999e-3,-3.369449727079922019e-2,1.979757961371737096e0,3.870979024741677543e-1,2.056297998758334356e-1,1.938197823191256273e-3
3862,5.844181201067181973e3,3.074607904187189322e-1,5.207526756591375136e-3,-2.846688491277424293e-2,1.979854826033952353e0,3.870979024720204165e-1,2.056297998683053740e-1,1.938701207893090252e-3
3863,5.845699450787781643e3,3.071864996651392232e-1,1.509888751326161037e-2,-8.128305955095412039e-2,1.978110015335009741e0,3.870979025126679018e-1,2.056298000108126578e-1,1.939189179625227686e-3
3864,5.847212173477737451e3,3.072280303987032224e-1,1.405205766438717349e-2,-7.569541231305734752e-2,1.978375127785709342e0,3.870979025063746026e-1,2.056297999887506112e-1,1.939692658586660706e-3
3865,5.848718837230799181e3,3.074973726051961620e-1,1.011080134052460026e-3,-6.055466734380912652e-3,1.980081451290860883e0,3.870979024674863767e-1,2.056297998524087844e-1,1.940213149895408896e-3
3866,5.850231508716613462e3,3.074991059145434913e-1,-1.375566952277189228e-4,8.195529444134097563e-5,1.980090163584933949e0,3.870979024675657021e-1,2.056297998526867288e-1,1.940716776468398574e-3
3867,5.851744250796635242e3,3.074976902600818907e-1,-1.146953931334755228e-3,5.472769767909904659e-3,1.980078895034126374e0,3.870979024681037162e-1,2.056297998545734695e-1,1.941220204669745139e-3
3868,5.853256971038713345e3,3.074932869847117334e-1,-2.199589274050315919e-3,1.109442827889516037e-2,1.980048295106962897e0,3.870979024691315606e-1,2.056297998581773645e-1,1.941723694156771794e-3
3869,5.854775288991222624e3,3.074137816741850937e-1,7.830996504581489229e-3,-4.247802467033631735e-2,1.979557752889199440e0,3.870979024786979639e-1,2.056297998917196168e-1,1.942211458603134745e-3
3870,5.856287981031370691e3,3.074359035543530738e-1,6.722712834861624756e-3,-3.656010783211231796e-2,1.979697830414925086e0,3.870979024755148434e-1,2.056297998805595717e-1,1.942715026521269579e-3
3871,5.857800728797307784e3,3.074529886136579404e-1,5.724692816540444609e-3,-3.123079572614299859e-2,1.979805713557019065e0,3.870979024731006080e-1,2.056297998720947595e-1,1.943218438197406557e-3
3872,5.859313498149852421e3,3.074668257461364851e-1,4.769393891079721538e-3,-2.612932408207660484e-2,1.979892775140081440e0,3.870979024711910244e-1,2.056297998653992820e-1,1.943721789423473239e-3
3873,5.860826244039256380e3,3.074786919904790583e-1,3.767615010579518364e-3,-2.077941558749024642e-2,1.979967046848474022e0,3.870979024696097892e-1,2.056297998598553556e-1,1.944225206702205428e-3
3874,5.862339106223239469e3,3.074859855985126456e-1,2.996615124116486402e-3,-1.665907253400041033e-2,1.980012366104913824e0,3.870979024686864167e-1,2.056297998566172236e-1,1.944728297374264270e-3
3875,5.863857426531021702e3,3.072657477316858565e-1,1.302941882026880868e-2,-7.023563732146935468e-2,1.978615820432952921e0,3.870979025006714425e-1,2.056297999687586031e-1,1.945216064399441121e-3
3876,5.865370152049455100e3,3.073012495168310765e-1,1.198793884597224371e-2,-6.467567383797681591e-2,1.978842149920934768e0,3.870979024953367653e-1,2.056297999500570350e-1,1.945719536455387325e-3
3877,5.866877418848192065e3,3.074990142065102128e-1,1.394864513756360587e-4,-1.400424542258166261e-3,1.980090157361458214e0,3.870979024674951474e-1,2.056297998524417858e-1,1.946238339271664890e-3
3878,5.868390194594697277e3,3.074984825251639853e-1,-8.032982502277759241e-4,3.634357125608431160e-3,1.980084717511949588e0,3.870979024678727343e-1,2.056297998537658100e-1,1.946741672896092675e-3
3879,5.869902916576968892e3,3.074950725865995826e-1,-1.852545296575056543e-3,9.237657557193412750e-3,1.980060515028080115e0,3.870979024687419834e-1,2.056297998568136220e-1,1.947245157521561559e-3
3880,5.871415651706473909e3,3.074888880743246733e-1,-2.875705820017047856e-3,1.470175771739677673e-2,1.980018501188727464e0,3.870979024700458293e-1,2.056297998613845768e-1,1.947748605115395739e-3
3881,5.872928351529339125e3,3.074791618266870530e-1,-3.968727121551880559e-3,2.053896862592077821e-2,1.979953531452452786e0,3.870979024719355399e-1,2.056297998680110539e-1,1.948252151748130481e-3
3882,5.874452717403480165e3,3.070544334345414739e-1,1.802991109335736614e-2,-9.692775336395008379e-2,1.977266412909002957e0,3.870979025327707101e-1,2.056298000812877835e-1,1.948722954143748774e-3
3883,5.875959187905470571e3,3.074688881580819322e-1,4.610655091100250569e-3,-2.528118186359200326e-2,1.979905736526186066e0,3.870979024709083061e-1,2.056297998644101288e-1,1.949243971352313497e-3
3884,5.877471926862161126e3,3.074804632161416973e-1,3.595145628841168485e-3,-1.985791181866558563e-2,1.979978097831258221e0,3.870979024693789738e-1,2.056297998590477516e-1,1.949747408129260361e-3
3885,5.878984680840087094e3,3.074890388197217272e-1,2.609330256254266487e-3,-1.459322738284732357e-2,1.980031208217529981e0,3.870979024683183223e-1,2.056297998553290873e-1,1.950250802816350668e-3
3886,5.880503233234641812e3,3.072631608683976112e-1,1.310156942541257190e-2,-7.062373183584530478e-2,1.978599394016975932e0,3.870979025010504171e-1,2.056297999700898160e-1,1.950737917996724991e-3
3887,5.882016013112448491e3,3.072953144928363134e-1,1.216760615813192864e-2,-6.563814797761546860e-2,1.978804392289236214e0,3.870979024962170612e-1,2.056297999531448151e-1,1.951241237550790496e-3
3888,5.883528755726300915e3,3.073273678304803691e-1,1.115983617438971731e-2,-6.025801543641259861e-2,1.979008594069963767e0,3.870979024914223965e-1,2.056297999363352336e-1,1.951744662020843141e-3
3889,5.885035484017604176e3,3.074955157082287505e-1,-1.755373356568731748e-3,8.716375967916412115e-3,1.980063560093041852e0,3.870979024686433401e-1,2.056297998564698137e-1,1.952264979603775263e-3
3890,5.886548217557754469e3,3.074895779160334297e-1,-2.781114954238926486e-3,1.419730228505913794e-2,1.980023122970119287e0,3.870979024699094384e-1,2.056297998609089572e-1,1.952768431672441190e-3
3891,5.888066719880828714e3,3.074183519103547702e-1,7.614610107590682846e-3,-4.132532934702805305e-2,1.979586795415006151e0,3.870979024780250577e-1,2.056297998893645285e-1,1.953255677999975268e-3
3892,5.889579422315094234e3,3.074394598992935546e-1,6.526948137413586884e-3,-3.551717871756715494e-2,1.979720375981082414e0,3.870979024749992004e-1,2.056297998787554315e-1,1.953759216786393315e-3
3893,5.891097994451766681e3,3.071009293585861277e-1,1.705472284160475596e-2,-9.172597568463511375e-2,1.977563668067071845e0,3.870979025256548467e-1,2.056298000563455131e-1,1.954246290545839319e-3
3894,5.892604531011602376e3,3.074787169570324941e-1,3.764985499210999134e-3,-2.076735145141388184e-2,1.979967231282046214e0,3.870979024696022397e-1,2.056297998598324572e-1,1.954767127093016282e-3
3895,5.894117249458885453e3,3.074882894751253537e-1,2.708772644004021034e-3,-1.512695917081140207e-2,1.980026604529945056e0,3.870979024684051972e-1,2.056297998556360640e-1,1.955270621587910755e-3
3896,5.895635902093526056e3,3.072523978532364364e-1,1.339927858083496057e-2,-7.221566938648264766e-2,1.978530812865519017e0,3.870979025026624054e-1,2.056297999757437378e-1,1.955757455989329870e-3
3897,5.897148669796209106e3,3.072861205854141020e-1,1.244130329316302415e-2,-6.710172827076352209e-2,1.978745853083695438e0,3.870979024975873539e-1,2.056297999579516089e-1,1.956260809565836707e-3
3898,5.898661391203785570e3,3.073202257539967008e-1,1.139162381031405026e-2,-6.149776781439894591e-2,1.978963166555030240e0,3.870979024924799949e-1,2.056297999400452658e-1,1.956764293417558639e-3
3899,5.900168481493908985e3,3.074984793788314019e-1,-8.061231561040425138e-4,3.647196365829163955e-3,1.980084667625622963e0,3.870979024678773972e-1,2.056297998537854610e-1,1.957283593494210574e-3
3900,5.901681254336909660e3,3.074955194397189229e-1,-1.754600143484869208e-3,8.712619308925015349e-3,1.980063567245778922e0,3.870979024686448389e-1,2.056297998564774188e-1,1.957786935230564421e-3
3901,5.903194489181450081e3,3.074953701280580542e-1,-1.788283875934495396e-3,8.892089531475230735e-3,1.980062531781202839e0,3.870979024686795333e-1,2.056297998565990159e-1,1.958288978964390758e-3
3902,5.904707200088218087e3,3.074890133137999082e-1,-2.859402416702044435e-3,1.461235977650875151e-2,1.980019292878370862e0,3.870979024700275661e-1,2.056297998613252354e-1,1.958792494611550934e-3
3903,5.906219929064299322e3,3.074799280942839830e-1,-3.894744540250910745e-3,2.014129358175606455e-2,1.979958561708611287e0,3.870979024717992045e-1,2.056297998675369609e-1,1.959295959358023798e-3
3904,5.907744300269564519e3,3.070502631828918583e-1,1.811373186087768608e-2,-9.738083978209109703e-2,1.977239958848520773e0,3.870979025333788348e-1,2.056298000834227424e-1,1.959766747200989388e-3
3905,5.909251522752087112e3,3.074454522877222429e-1,6.183363481081678714e-3,-3.368641073126679708e-2,1.979758259563967560e0,3.870979024741457164e-1,2.056297998757652956e-1,1.960285651825048776e-3
3906,5.910764255898847296e3,3.074615022212607296e-1,5.156415443113316135e-3,-2.820228002717785343e-2,1.979859396785674797e0,3.870979024719081729e-1,2.056297998679198769e-1,1.960789104671772226e-3
3907,5.912282867146492208e3,3.071585525350870038e-1,1.576351167575158752e-2,-8.483596855784922286e-2,1.977931894353882392e0,3.870979025168626020e-1,2.056298000255261105e-1,1.961276063312090891e-3
3908,5.913795907300511317e3,3.071762725606509981e-1,1.534477295382029836e-2,-8.260125589449110461e-2,1.978045058871262363e0,3.870979025141694230e-1,2.056298000160854123e-1,1.961778652345725141e-3
3909,5.915302642713256319e3,3.074901970661343409e-1,2.446895461596473430e-3,-1.372938179037888617e-2,1.980038334938747147e0,3.870979024681810987e-1,2.056297998548527184e-1,1.962298937670828910e-3
3910,5.916815313416663230e3,3.074963898140045115e-1,1.296169349301539309e-3,-7.583810279039274183e-3,1.980075732121266086e0,3.870979024675541558e-1,2.056297998526540327e-1,1.962802566408859521e-3
3911,5.918327992180912588e3,3.074989993278471889e-1,1.613600686306382412e-4,-1.523373875367384223e-3,1.980090088889170374e0,3.870979024674932045e-1,2.056297998524408144e-1,1.963306172532384812e-3
3912,5.919840685715031213e3,3.074982017601705642e-1,-9.442302638748609851e-4,4.380861784437112272e-3,1.980082568134291954e0,3.870979024679664926e-1,2.056297998541000704e-1,1.963809737138152555e-3
3913,5.921353412085890341e3,3.074944400149820511e-1,-1.984756172196798334e-3,9.937733441268123413e-3,1.980056099308638240e0,3.870979024688919745e-1,2.056297998573455577e-1,1.964313209423422264e-3
3914,5.922866122200211066e3,3.074875052013134602e-1,-3.057428951781515202e-3,1.566634277329642666e-2,1.980009128057332868e0,3.870979024703332105e-1,2.056297998623997647e-1,1.964816727273329972e-3
3915,5.924384143279607997e3,3.074419486895045295e-1,6.386188611708280491e-3,-3.476885356854048093e-2,1.979736164626113792e0,3.870979024746363795e-1,2.056297998774878621e-1,1.965305324863683353e-3
3916,5.925896832961826476e3,3.074598229376341862e-1,5.273205219540656914e-3,-2.882522681332053138e-2,1.979848856990345185e0,3.870979024721360462e-1,2.056297998687208750e-1,1.965808899755392466e-3
3917,5.927409591452675159e3,3.074727564875142649e-1,4.296397904931145185e-3,-2.360873860900034038e-2,1.979930030541571018e0,3.870979024703805060e-1,2.056297998625654377e-1,1.966312281563465693e-3
3918,5.928922315599766989e3,3.074837419549300566e-1,3.251543084849263434e-3,-1.802876432300203058e-2,1.979998513065347465e0,3.870979024689566450e-1,2.056297998575738195e-1,1.966815759985726490e-3
3919,5.930435044746542189e3,3.074917206099099243e-1,2.216532495305833031e-3,-1.250140781285911940e-2,1.980047654770182630e0,3.870979024680093472e-1,2.056297998542523375e-1,1.967319224467069857e-3
3920,5.931947629712627531e3,3.074977058225039639e-1,8.959847040498675110e-4,-5.449069828619146350e-3,1.980083342194294715e0,3.870979024674696123e-1,2.056297998523599346e-1,1.967823094107045562e-3
3921,5.933460371952972309e3,3.074991095177410649e-1,-1.131313860277323338e-4,-5.992896102120781610e-5,1.980090199526010286e0,3.870979024675623159e-1,2.056297998526853410e-1,1.968326521885427512e-3
3922,5.934973084847820246e3,3.074976061018552254e-1,-1.180330370100855612e-3,5.639538949159181302e-3,1.980078210282341100e0,3.870979024681369118e-1,2.056297998547003125e-1,1.968830032083708492e-3
3923,5.936491552598940871e3,3.073831700001075085e-1,9.146495416240315798e-3,-4.951381839539155394e-2,1.979363699707842539e0,3.870979024831335824e-1,2.056297999072814742e-1,1.969317377042421099e-3
3924,5.938004290604117159e3,3.074072154261560108e-1,8.129904783826601145e-3,-4.408265905293325126e-2,1.979516322167205633e0,3.870979024796205592e-1,2.056297998949646877e-1,1.969820815518409911e-3
3925,5.939517033295476722e3,3.074282889254453810e-1,7.121973220567368382e-3,-3.870041744743818457e-2,1.979649831851688635e0,3.870979024765781595e-1,2.056297998842975261e-1,1.970324241120935578e-3
3926,5.941034826784635698e3,3.071435323356154212e-1,1.610922311647201149e-2,-8.668510619837273279e-2,1.977836116412555079e0,3.870979025191234602e-1,2.056298000334564891e-1,1.970813497738583935e-3
3927,5.942547550914834574e3,3.071878049354653806e-1,1.506537073036719708e-2,-8.111386046695118202e-2,1.978118833963396828e0,3.870979025123982842e-1,2.056298000098804868e-1,1.971316972108165099e-3
3928,5.944060256788266088e3,3.072305147318072360e-1,1.398521659466304273e-2,-7.534856589878620448e-2,1.978391427829134797e0,3.870979025059330669e-1,2.056297999872148119e-1,1.971820498232251025e-3
3929,5.945566869880794911e3,3.074978453527653643e-1,8.438243256906440134e-4,-5.172344293020672557e-3,1.980084126212896534e0,3.870979024674638946e-1,2.056297998523416715e-1,1.972341132132461941e-3
3930,5.947085589153103683e3,3.073115225470667844e-1,1.166746782418230655e-2,-6.297567580870161441e-2,1.978907913037599942e0,3.870979024937533097e-1,2.056297999445154123e-1,1.972827774827500685e-3
3931,5.948592026119293223e3,3.074952147251092116e-1,-1.824295636994209416e-3,9.077262040144293276e-3,1.980061404035893924e0,3.870979024687222214e-1,2.056297998567541141e-1,1.973348909849710533e-3
3932,5.950104740191758538e3,3.074888044803041343e-1,-2.888582168666776074e-3,1.476404727281367679e-2,1.980017817352893283e0,3.870979024700789695e-1,2.056297998615114198e-1,1.973852416600068577e-3
3933,5.951617442762702922e3,3.074791004246170689e-1,-3.976155968693819917e-3,2.057219404922402961e-2,1.979952970982361782e0,3.870979024719682915e-1,2.056297998681360650e-1,1.974355955511822129e-3
3934,5.953130751524753578e3,3.074802548741357722e-1,-3.863486421670472154e-3,1.997000481272404038e-2,1.979960646194742768e0,3.870979024717489669e-1,2.056297998673679850e-1,1.974857791609373539e-3
3935,5.954655080831360465e3,3.070527642789775968e-1,1.806214606362815944e-2,-9.710968189718897914e-2,1.977256231378582862e0,3.870979025329537859e-1,2.056298000819404836e-1,1.975328696846137804e-3
3936,5.956167813438390112e3,3.071017620904663015e-1,1.703532761111457502e-2,-9.163044011002242917e-2,1.977569360752569949e0,3.870979025254729367e-1,2.056298000557157113e-1,1.975832146292149250e-3
3937,5.957680547958673742e3,3.071477498380457694e-1,1.601212512246186562e-2,-8.617004670613155615e-2,1.977863142290432696e0,3.870979025184693167e-1,2.056298000311644059e-1,1.976335591012660757e-3
3938,5.959193311508380248e3,3.071885652532919675e-1,1.504623638990790734e-2,-8.101492223474725252e-2,1.978123770742519216e0,3.870979025122707196e-1,2.056298000094353706e-1,1.976838954981304398e-3
3939,5.960706095129628011e3,3.072253386094218053e-1,1.411995579410804669e-2,-7.607072374103814039e-2,1.978358478285438871e0,3.870979025067034507e-1,2.056297999899187323e-1,1.977342263181889898e-3
3940,5.962218832301402472e3,3.072630891991356417e-1,1.310221014617312177e-2,-7.063496570860970658e-2,1.978599287385128802e0,3.870979025010091723e-1,2.056297999699557011e-1,1.977845702048000674e-3
3941,5.963725428642082079e3,3.074991073079102466e-1,-7.301803142831109618e-5,-2.755772826260605157e-4,1.980090257284454314e0,3.870979024675522684e-1,2.056297998526529502e-1,1.978366385727966126e-3
3942,5.965238135766743653e3,3.074976886347333682e-1,-1.151630166141625906e-3,5.484916505698544942e-3,1.980078777153767566e0,3.870979024681184821e-1,2.056297998546387229e-1,1.978869912139487059e-3
3943,5.966756891494585943e3,3.073677045594788160e-1,9.745168624296449839e-3,-5.271206429344119093e-2,1.979265515184056579e0,3.870979024853965500e-1,2.056297999152187639e-1,1.979356448835187590e-3
3944,5.968269631235889392e3,3.073933113446990495e-1,8.731478082561316273e-3,-4.729966079253748734e-2,1.979428183834267108e0,3.870979024816348923e-1,2.056297999020309242e-1,1.979859882254034198e-3
3945,5.969782356743890887e3,3.074167415234271838e-1,7.689505618571850984e-3,-4.173612211874548616e-2,1.979576780505523104e0,3.870979024782292277e-1,2.056297998900900037e-1,1.980363355943399496e-3
3946,5.971300785243841347e3,3.070591079964535841e-1,1.793192729403415842e-2,-9.641799687250778017e-2,1.977296877234582917e0,3.870979025319697953e-1,2.056298000784922975e-1,1.980850836918146476e-3
3947,5.972813474125593530e3,3.071117128538078944e-1,1.681865725717399118e-2,-9.047706569153864120e-2,1.977633030531508851e0,3.870979025239422167e-1,2.056298000503518075e-1,1.981354408880964084e-3
3948,5.974326212212487007e3,3.071568005404346491e-1,1.580308272678192932e-2,-8.505405284044710579e-2,1.977921031925827577e0,3.870979025170803722e-1,2.056298000262974379e-1,1.981857843739971183e-3
3949,5.975838908766639179e3,3.072024001535441640e-1,1.470466028190421832e-2,-7.919123700255183140e-2,1.978212164676069751e0,3.870979025101627946e-1,2.056298000020464478e-1,1.982361395565747017e-3
3950,5.977346237844701136e3,3.074860952859894692e-1,2.981639775439702371e-3,-1.659232146827574472e-2,1.980013114831185028e0,3.870979024686612147e-1,2.056297998565437823e-1,1.982880015405429335e-3
3951,5.978864998289262985e3,3.072342884698853749e-1,1.388525948528697603e-2,-7.481794368396978145e-2,1.978415664049037348e0,3.870979025053394862e-1,2.056297999851383063e-1,1.983366548360782858e-3
3952,5.980377743267710684e3,3.072708523624448906e-1,1.288235841154594490e-2,-6.946441006407422236e-2,1.978648862809599063e0,3.870979024998302820e-1,2.056297999658243669e-1,1.983869965449106595e-3
3953,5.981890690116801125e3,3.072915454593042051e-1,1.227878189596180725e-2,-6.624269204280147649e-2,1.978780768791777334e0,3.870979024967232673e-1,2.056297999549323852e-1,1.984372816767054036e-3
3954,5.983397326282341055e3,3.074984643755618308e-1,-8.182124790887745306e-4,3.700412792390250782e-3,1.980084484000280032e0,3.870979024678911085e-1,2.056297998538445804e-1,1.984893390742507955e-3
3955,5.984909855174330005e3,3.074930258329147681e-1,-2.249743574822029180e-3,1.134571930353971136e-2,1.980046341185827341e0,3.870979024692110526e-1,2.056297998584729614e-1,1.985397417831323650e-3
3956,5.986422576795036548e3,3.074855240905425835e-1,-3.299616801807063460e-3,1.695258916317481102e-2,1.979995744215264253e0,3.870979024707392191e-1,2.056297998638312585e-1,1.985900903324233635e-3
3957,5.987941135825801211e3,3.074265601285801619e-1,7.209015263658718163e-3,-3.917038240920886483e-2,1.979638994389276041e0,3.870979024768105847e-1,2.056297998851183972e-1,1.986387990099704529e-3
3958,5.989453899160763285e3,3.074444327919471087e-1,6.241897126437704647e-3,-3.400591228881294503e-2,1.979751967410862123e0,3.870979024742678409e-1,2.056297998762036117e-1,1.986891357949422017e-3
3959,5.990966617572281393e3,3.074610675759765210e-1,5.185778141676945611e-3,-2.836599735137358691e-2,1.979856776767548787e0,3.870979024719509165e-1,2.056297998680794714e-1,1.987394852175918339e-3
3960,5.992479354978356241e3,3.074742603233857619e-1,4.167199519953533257e-3,-2.292651683732951917e-2,1.979939505087666030e0,3.870979024701701743e-1,2.056297998618371314e-1,1.987898293229681083e-3
3961,5.993992074958435296e3,3.074849579911999031e-1,3.114045904856486795e-3,-1.730243913934571831e-2,1.980006091610410301e0,3.870979024687987713e-1,2.056297998570283392e-1,1.988401783375158896e-3
3962,5.995504757093766784e3,3.074930988906693918e-1,1.985926307269064630e-3,-1.127788525157373545e-2,1.980056050150173386e0,3.870979024678585789e-1,2.056297998537324201e-1,1.988905379949564445e-3
3963,5.997023411576740727e3,3.072778599002587430e-1,1.268062845896371707e-2,-6.839054898166273266e-2,1.978693604701961650e0,3.870979024987674100e-1,2.056297999621002626e-1,1.989392207134775461e-3
3964,5.998530683601547025e3,3.074978465374000325e-1,8.430044206356329412e-4,-5.174445323658405371e-3,1.980084124968914283e0,3.870979024674642277e-1,2.056297998523495540e-1,1.989910993555475856e-3
3965,6.000049131750402921e3,3.073281985703651409e-1,1.113066476524742637e-2,-6.011301668164152623e-2,1.979014299973054225e0,3.870979024912368227e-1,2.056297999356991313e-1,1.990398396855120374e-3
3966,6.001561915483422126e3,3.073551788084871172e-1,1.020420739105805559e-2,-5.516656908270362036e-2,1.979185982257734677e0,3.870979024872307495e-1,2.056297999216546157e-1,1.990901706339745156e-3
3967,6.003074662113128397e3,3.073816995827238774e-1,9.204227132450518156e-3,-4.982730121728191908e-2,1.979354550358530140e0,3.870979024833214321e-1,2.056297999079478023e-1,1.991405120272902660e-3
3968,6.004581263279546874e3,3.074792462791730574e-1,-3.963521700950666665e-3,2.049822623282353262e-2,1.979953837689888640e0,3.870979024719547468e-1,2.056297998680956529e-1,1.991925797842558805e-3
3969,6.006105625280330059e3,3.070544407117491437e-1,1.802686570781112524e-2,-9.692760558245080982e-2,1.977267258500191582e0,3.870979025326518608e-1,2.056298000808883253e-1,1.992396611034998218e-3
3970,6.007618349312214377e3,3.071041277715323981e-1,1.698306886370942043e-2,-9.135780788846487033e-2,1.977584768378078062e0,3.870979025250689265e-1,2.056298000543067273e-1,1.992900084515890954e-3
3971,6.009131285693450081e3,3.071324200647206903e-1,1.635914114801784516e-2,-8.802830549213853939e-2,1.977765509046776948e0,3.870979025207595958e-1,2.056298000392005332e-1,1.993402963880341449e-3
3972,6.010643942441992294e3,3.071829336747793349e-1,1.518205916891817234e-2,-8.174590355833688538e-2,1.978088077322361471e0,3.870979025130864559e-1,2.056298000123018832e-1,1.993906626906336455e-3
3973,6.012150766368508812e3,3.074900977957059078e-1,2.459823584667341322e-3,-1.380870422911395501e-2,1.980037767264088977e0,3.870979024681854286e-1,2.056297998548806960e-1,1.994426664215811790e-3
3974,6.013663515841927619e3,3.074957002040730747e-1,1.465082402538185006e-3,-8.496179415834387294e-3,1.980071664189445579e0,3.870979024676086677e-1,2.056297998528584803e-1,1.994930071638634055e-3
3975,6.015176241007095086e3,3.074987081454345628e-1,4.221937993196924811e-4,-2.926478028060161551e-3,1.980088747990963904e0,3.870979024674606195e-1,2.056297998523396453e-1,1.995433547390351812e-3
3976,6.016688993869684055e3,3.074988519510763463e-1,-5.658654577482434209e-4,2.350324703457321029e-3,1.980087507725759810e0,3.870979024677522196e-1,2.056297998533621885e-1,1.995936945316338033e-3
3977,6.018201762352929109e3,3.074964807462535199e-1,-1.523012579783596587e-3,7.461876834762307120e-3,1.980070139257187556e0,3.870979024684348402e-1,2.056297998557555240e-1,1.996440299315106054e-3
3978,6.019721789032243578e3,3.073043570129361246e-1,1.188922532012540167e-2,-6.416710776122602766e-2,1.978862544679866886e0,3.870979024947835412e-1,2.056297999481360994e-1,1.996923269207926625e-3
3979,6.021235034435866510e3,3.073047682623847310e-1,1.187642152568049378e-2,-6.409936982206457246e-2,1.978865170145999386e0,3.870979024947211466e-1,2.056297999479176630e-1,1.997425283247676771e-3
3980,6.022741892836276747e3,3.074985357055434188e-1,-7.807539355464064275e-4,3.495602300368300108e-3,1.980084996318091539e0,3.870979024678716240e-1,2.056297998537809923e-1,1.997945233801528154e-3
3981,6.024254654408761780e3,3.074955512182930839e-1,-1.751551646359204503e-3,8.680218831989980344e-3,1.980063646526105892e0,3.870979024686564407e-1,2.056297998565336238e-1,1.998448607201523328e-3
3982,6.025767299305036431e3,3.074883353186199098e-1,-2.952809863118717806e-3,1.509856206712503757e-2,1.980014542025090973e0,3.870979024701898252e-1,2.056297998619095457e-1,1.998952308289116912e-3
3983,6.027280164647859237e3,3.074817104749966723e-1,-3.718096026382240737e-3,1.918544920990024327e-2,1.979970200803222724e0,3.870979024714898964e-1,2.056297998664685933e-1,1.999455389976211722e-3
3984,6.028798311002208720e3,3.074489401754545437e-1,5.973067824985728476e-3,-3.257488116258500099e-2,1.979780471810039577e0,3.870979024736240781e-1,2.056297998739514687e-1,1.999943635543537622e-3
3985,6.030311035560168420e3,3.074646458590485909e-1,4.929091627362353935e-3,-2.699984210505175508e-2,1.979879310566873940e0,3.870979024714533701e-1,2.056297998663408066e-1,2.000447112557209462e-3
3986,6.031823763783640061e3,3.074773333583977197e-1,3.892291275424938045e-3,-2.146317077976800380e-2,1.979958731098149904e0,3.870979024697613902e-1,2.056297998604088018e-1,2.000950579445460401e-3
3987,6.033336502305893191e3,3.074869572403700069e-1,2.875838394129136364e-3,-1.603510719007558705e-2,1.980018468880142546e0,3.870979024685514691e-1,2.056297998561668894e-1,2.001454017528624986e-3
3988,6.034855564738975772e3,3.072153106616826723e-1,1.437697481217991777e-2,-7.745082818101096944e-2,1.978294839895427648e0,3.870979025081675018e-1,2.056297999950608135e-1,2.001939703641665222e-3
3989,6.036368336857629401e3,3.072512484834021285e-1,1.342785450862933085e-2,-7.238446884340578313e-2,1.978524100806013042e0,3.870979025027440623e-1,2.056297999760474948e-1,2.002443044404541260e-3
3990,6.037881546719076141e3,3.072542759735159001e-1,1.334531386183310069e-2,-7.194132949248831232e-2,1.978543414432035963e0,3.870979025022873166e-1,2.056297999744468030e-1,2.002945158087528644e-3
3991,6.039394285749724077e3,3.072897776137162307e-1,1.233061499977523325e-2,-6.652442600157831842e-2,1.978769732878767673e0,3.870979024969541382e-1,2.056297999557495926e-1,2.003448592108972217e-3
3992,6.040906967269328561e3,3.073259981335714208e-1,1.120198423605153933e-2,-6.049888006755511916e-2,1.979000437901364151e0,3.870979024915424671e-1,2.056297999367769358e-1,2.003952187922508534e-3
