# Long-horizon Mercury 1PN — apsis IAS15 side
# protocol: paper/notebooks/2026-05-13-mercury-1pn-long-horizon.md
# integrator: IAS15 (apsis), perturbation: PostNewtonian1PN::for_units(UnitSystem::solar_canonical())
# units: canonical Hénon (G = 1)
# a=0.387098, e=0.20563, m_mercury=1.660114e-7
# period=1.513251312931102266e0, dt0=1.000000000000000048e-4, n_orbits=4153
orbit,t,x,y,vx,vy,a_osc,e_osc,omega_osc
3993,6.042419701313258884e3,3.073559063080749110e-1,1.017717120732063857e-2,-5.502736182079626115e-2,1.979190740243840008e0,3.870979024871035179e-1,2.056297999212138294e-1,2.004455636827041226e-3
3994,6.043932442338038527e3,3.073826350885984215e-1,9.166054335732984684e-3,-4.962883150960042955e-2,1.979360608396826038e0,3.870979024831663895e-1,2.056297999074109539e-1,2.004959066504564610e-3
3995,6.045445182145119361e3,3.074066600248142045e-1,8.152421689563626658e-3,-4.421673098543474345e-2,1.979513066479318573e0,3.870979024796608603e-1,2.056297998951209238e-1,2.005462499920534613e-3
3996,6.046957915843298906e3,3.074281506089348026e-1,7.126658408327830874e-3,-3.873942397930545123e-2,1.979649182952518460e0,3.870979024765635601e-1,2.056297998842610830e-1,2.005965950773598919e-3
3997,6.048470652019345835e3,3.074467207086716836e-1,6.105756752033099366e-3,-3.328776008897371685e-2,1.979766507632785055e0,3.870979024739299446e-1,2.056297998750271361e-1,2.006469394918950280e-3
3998,6.049983395529871814e3,3.074622750865939613e-1,5.099872812860212386e-3,-2.791318093304756554e-2,1.979864447582809106e0,3.870979024717722816e-1,2.056297998674628258e-1,2.006972818671306190e-3
3999,6.051502357069527534e3,3.071306097926538858e-1,1.639930587076584081e-2,-8.824534013297610779e-2,1.977754178519056216e0,3.870979025210010138e-1,2.056298000400522130e-1,2.007458795867873933e-3
4000,6.053015120731152820e3,3.071724293083464841e-1,1.543371483773648897e-2,-8.309183564802319344e-2,1.978021232289766562e0,3.870979025146474295e-1,2.056298000177799734e-1,2.007962159319984143e-3
4001,6.054527835537011924e3,3.072155279400459182e-1,1.437133357037466592e-2,-7.742130884110978717e-2,1.978296319737460118e0,3.870979025081207614e-1,2.056297999949001920e-1,2.008465660208570182e-3
4002,6.056040603700271276e3,3.072517377135846606e-1,1.341435465497661100e-2,-7.231316392761893974e-2,1.978527307299465132e0,3.870979025026576315e-1,2.056297999757479844e-1,2.008969012065250481e-3
4003,6.057553283349798221e3,3.072913838035547518e-1,1.228209032062276863e-2,-6.626898738638281605e-2,1.978780039780505318e0,3.870979024967027837e-1,2.056297999548711286e-1,2.009472612600521953e-3
4004,6.059065773356254795e3,3.073388022564051969e-1,1.077441107913165545e-2,-5.821967076524636742e-2,1.979081994182333437e0,3.870979024896293863e-1,2.056297999300728263e-1,2.009976745777387018e-3
4005,6.060578445090895912e3,3.073707963935743415e-1,9.626237001081288866e-3,-5.208926520668261118e-2,1.979285450407271441e0,3.870979024848983929e-1,2.056297999134856502e-1,2.010480369721555274e-3
4006,6.062085329582037048e3,3.074881354472471240e-1,-2.980373064671736853e-3,1.523900842064151995e-2,1.980013139492175167e0,3.870979024702377314e-1,2.056297998620842393e-1,2.011000250959077071e-3
4007,6.063603703566102013e3,3.074274616320225584e-1,7.161874217715796277e-3,-3.892717261763346814e-2,1.979644859661238820e0,3.870979024766568743e-1,2.056297998845906527e-1,2.011487857526521750e-3
4008,6.065116384424019998e3,3.074479641717101641e-1,6.031467663544429030e-3,-3.289063974842076910e-2,1.979774379019197283e0,3.870979024737512542e-1,2.056297998744036348e-1,2.011991457028418882e-3
4009,6.066629092174002835e3,3.074642939739529179e-1,4.954226175141006674e-3,-2.713789670055281877e-2,1.979877149107820422e0,3.870979024714940597e-1,2.056297998664885218e-1,2.012494981244733992e-3
4010,6.068141664171519551e3,3.074802993840614063e-1,3.608128176067505136e-3,-1.994917521939164329e-2,1.979977236801238272e0,3.870979024693743664e-1,2.056297998590573828e-1,2.012998887013702724e-3
4011,6.069654389513563729e3,3.074893365965083447e-1,2.565575478203919665e-3,-1.438165880427741405e-2,1.980033125712460595e0,3.870979024682681957e-1,2.056297998551788742e-1,2.013502362154615238e-3
4012,6.071167104079218007e3,3.074955369745457912e-1,1.501665077086087631e-3,-8.699976956112867588e-3,1.980070699423417402e0,3.870979024676214353e-1,2.056297998529114934e-1,2.014005867651164159e-3
4013,6.072679804635530672e3,3.074987260793951016e-1,4.100322948136329859e-4,-2.870020312498763881e-3,1.980088820139966455e0,3.870979024674635061e-1,2.056297998523574921e-1,2.014509412544763806e-3
4014,6.074198347370880583e3,3.073355339418030741e-1,1.088456527085331429e-2,-5.881001702332369629e-2,1.979061248881202273e0,3.870979024901071708e-1,2.056297999317491243e-1,2.014996549589223758e-3
4015,6.075704664175423204e3,3.074891515294744249e-1,-2.844995956577434353e-3,1.451716320977498864e-2,1.980019960237427767e0,3.870979024700356708e-1,2.056297998613764999e-1,2.015518023715296217e-3
4016,6.077222953125175991e3,3.074281137322192881e-1,7.128348783551751756e-3,-3.874982461794694577e-2,1.979649013619272369e0,3.870979024765591747e-1,2.056297998842498420e-1,2.016005869141374290e-3
4017,6.078735715971449281e3,3.074457973648238029e-1,6.160253676000671322e-3,-3.358014792218196043e-2,1.979760736047602832e0,3.870979024740516250e-1,2.056297998754585132e-1,2.016509238381675173e-3
4018,6.080248464040752879e3,3.074613717426683546e-1,5.162833561302013902e-3,-2.825379502670015419e-2,1.979858813189479649e0,3.870979024718896877e-1,2.056297998678782712e-1,2.017012649319946654e-3
4019,6.081761155976817463e3,3.074755332094913918e-1,4.054195765591421009e-3,-2.233347820668979411e-2,1.979947546655390855e0,3.870979024699888194e-1,2.056297998612134081e-1,2.017516218113504702e-3
4020,6.083279645658341906e3,3.072135407652117345e-1,1.442121942779848662e-2,-7.769206984168290642e-2,1.978283776389915927e0,3.870979025084012037e-1,2.056297999958869860e-1,2.018003513416886247e-3
4021,6.084786657154670138e3,3.074926081482893259e-1,2.069099567359504455e-3,-1.173242996606606303e-2,1.980053099092143443e0,3.870979024679053748e-1,2.056297998539086958e-1,2.018523026534047894e-3
4022,6.086299392907264519e3,3.074972546363299863e-1,1.047180250522946774e-3,-6.274750073072987711e-3,1.980080753795496307e0,3.870979024674934266e-1,2.056297998524644066e-1,2.019026472525023170e-3
4023,6.087818079214756835e3,3.073070129323698940e-1,1.180602696617700197e-2,-6.372877321045054833e-2,1.978879722163682908e0,3.870979024943480562e-1,2.056297999466189519e-1,2.019513208120425965e-3
4024,6.089330812741691261e3,3.073386237011228594e-1,1.078026825624372326e-2,-5.825229893565962713e-2,1.979080962117163445e0,3.870979024896404330e-1,2.056297999301151813e-1,2.020016658241558828e-3
4025,6.090837575431790356e3,3.074940418690376154e-1,-2.067019895490940749e-3,1.035995256602831316e-2,1.980053154262114701e0,3.870979024690087700e-1,2.056297998577777397e-1,2.020536879925684259e-3
4026,6.092350289026566315e3,3.074869342775969905e-1,-3.132801646253622393e-3,1.605173679750961091e-2,1.980005019504600838e0,3.870979024704852001e-1,2.056297998629541546e-1,2.021040387985717762e-3
4027,6.093863051132013425e3,3.074778056652691660e-1,-4.102531420742409202e-3,2.123026747854935004e-2,1.979944083849023651e0,3.870979024722525086e-1,2.056297998691520024e-1,2.021543759632297380e-3
4028,6.095387460990187719e3,3.070565132905217487e-1,1.798264402692969013e-2,-9.670215856272999788e-2,1.977281044255940978e0,3.870979025322558997e-1,2.056298000795114822e-1,2.022014438126238777e-3
4029,6.096900184678574988e3,3.071061126473739744e-1,1.693819225708394563e-2,-9.112867171550728673e-2,1.977597955209307701e0,3.870979025246918948e-1,2.056298000529972470e-1,2.022517912603848111e-3
4030,6.098407817710394738e3,3.074514130210065366e-1,5.819230897168761914e-3,-3.176308788929833871e-2,1.979796173294980033e0,3.870979024732609797e-1,2.056297998726887011e-1,2.023035669790219666e-3
4031,6.099920561659432678e3,3.074661807984991335e-1,4.814201340837556686e-3,-2.639302922823236197e-2,1.979889032216263001e0,3.870979024712312699e-1,2.056297998655725878e-1,2.023539092363132747e-3
4032,6.101433719785754874e3,3.074686071861357783e-1,4.628628686960479036e-3,-2.540234607234963249e-2,1.979904245564859888e0,3.870979024709041427e-1,2.056297998644255332e-1,2.024041351594559317e-3
4033,6.102951918553749238e3,3.072135958149134760e-1,1.441972625442065024e-2,-7.768470001471147746e-2,1.978284221314243085e0,3.870979025083791103e-1,2.056297999958114631e-1,2.024529464102269808e-3
4034,6.104458946929774356e3,3.074924177170227368e-1,2.101042865305121840e-3,-1.190355408766322065e-2,1.980051949338995643e0,3.870979024679244151e-1,2.056297998539773353e-1,2.025048929808541572e-3
4035,6.105971695916128738e3,3.074970662904075724e-1,1.105304106084544673e-3,-6.585834086606581761e-3,1.980079668434403528e0,3.870979024675048064e-1,2.056297998525066784e-1,2.025552338616315017e-3
4036,6.107484444498501034e3,3.074990414571382447e-1,1.087175837191238411e-4,-1.263770524514165605e-3,1.980090169704200376e0,3.870979024675118563e-1,2.056297998525314641e-1,2.026055748576451824e-3
4037,6.108997182916429665e3,3.074982965874893948e-1,-9.079785576214144697e-4,4.165785293585771987e-3,1.980083109873966185e0,3.870979024679592206e-1,2.056297998540997374e-1,2.026559187076032876e-3
4038,6.110509541533850097e3,3.074903571907182664e-1,-2.676652881523026301e-3,1.361176875295957989e-2,1.980028047346382047e0,3.870979024697960846e-1,2.056297998605410293e-1,2.027063692504937464e-3
4039,6.112022270576093433e3,3.074817963708665891e-1,-3.711824555672784114e-3,1.914005071880105213e-2,1.979970615510182164e0,3.870979024714950589e-1,2.056297998664990134e-1,2.027567157089944869e-3
4040,6.113535639013233776e3,3.074839566213398712e-1,-3.480449435066131601e-3,1.790680361333996107e-2,1.979985037551734051e0,3.870979024710767824e-1,2.056297998650315206e-1,2.028068825555488178e-3
4041,6.115053832600661735e3,3.074433169286227563e-1,6.304204131061083745e-3,-3.435273260343460477e-2,1.979745150291719824e0,3.870979024743904651e-1,2.056297998766511148e-1,2.028556938520090572e-3
4042,6.116572333278732913e3,3.071174214852872009e-1,1.669090874948346570e-2,-8.980937555499159120e-2,1.977670302529874968e0,3.870979025229542847e-1,2.056298000469081177e-1,2.029044211330918723e-3
4043,6.118085048712709067e3,3.071640750679308640e-1,1.562994789644621060e-2,-8.414703502272050106e-2,1.977968231845300462e0,3.870979025158652331e-1,2.056298000220575517e-1,2.029547709734475652e-3
4044,6.119597804935790009e3,3.072044810740139908e-1,1.464948939577500470e-2,-7.891411162647236910e-2,1.978226141531064464e0,3.870979025097447401e-1,2.056298000006016036e-1,2.030051094443042960e-3
4045,6.121104370319519148e3,3.074959087846752537e-1,1.414211064493297275e-3,-8.238329258375545749e-3,1.980072903247031890e0,3.870979024675889613e-1,2.056297998528041071e-1,2.030571860167600887e-3
4046,6.122622950508475697e3,3.073019113517022616e-1,1.196227144413925143e-2,-6.456927056194468328e-2,1.978847361990927256e0,3.870979024950902958e-1,2.056297999492257556e-1,2.031058894270541815e-3
4047,6.124129480514096940e3,3.074971212556724121e-1,-1.345093510935870115e-3,6.498260760694332672e-3,1.980074554490925731e0,3.870979024682891234e-1,2.056297998552592821e-1,2.031579767291142018e-3
4048,6.125642211426581525e3,3.074923015262435722e-1,-2.376045594939696273e-3,1.200704494434068348e-2,1.980041215926200637e0,3.870979024693917414e-1,2.056297998591256893e-1,2.032083226780984249e-3
4049,6.127154937908459942e3,3.074845346616451036e-1,-3.416291844990737223e-3,1.756247756057564835e-2,1.979988879438232319e0,3.870979024709667593e-1,2.056297998646484382e-1,2.032586698599911715e-3
4050,6.128679425092692327e3,3.070145468359206653e-1,1.882085970922473678e-2,-1.011775620442807999e-1,1.977013037691771169e0,3.870979025386369621e-1,2.056298001018852795e-1,2.033057164427797339e-3
4051,6.130192179154262703e3,3.070636013791379071e-1,1.783662686880634410e-2,-9.592576086885826192e-2,1.977326547361795361e0,3.870979025311430677e-1,2.056298000756157374e-1,2.033560553340683832e-3
4052,6.131704902611008038e3,3.071128115758753885e-1,1.679168978481265784e-2,-9.034962833777129831e-2,1.977640942152612658e0,3.870979025236429005e-1,2.056298000493250178e-1,2.034064028561865037e-3
4053,6.133211460805962815e3,3.074809234898595589e-1,3.544434792730851401e-3,-1.961705065767076206e-2,1.979981169472180058e0,3.870979024692864923e-1,2.056297998587574838e-1,2.034584805680387729e-3
4054,6.134724552590183521e3,3.074839274815878709e-1,3.227471003088320817e-3,-1.792472708716688623e-2,1.979999805830666482e0,3.870979024689101822e-1,2.056297998574388997e-1,2.035087251322874498e-3
4055,6.136237251596369788e3,3.074922206179899198e-1,2.132804011807862277e-3,-1.207861387297456957e-2,1.980050761549910998e0,3.870979024679434000e-1,2.056297998540489447e-1,2.035590800490112880e-3
4056,6.137749981624450811e3,3.074970834893223648e-1,1.099551805322975667e-3,-6.560400196814364371e-3,1.980079765137633618e0,3.870979024675036961e-1,2.056297998525064563e-1,2.036094262561993860e-3
4057,6.139268082364824295e3,3.073409630089506406e-1,1.069953833108858512e-2,-5.782676921980819951e-2,1.979096015597880065e0,3.870979024892681752e-1,2.056297999288161094e-1,2.036582641091059902e-3
4058,6.140780798411535216e3,3.073704280649459109e-1,9.639074163143607210e-3,-5.216463503621317221e-2,1.979283351859125073e0,3.870979024849162120e-1,2.056297999135592025e-1,2.037086140696797113e-3
4059,6.142287202314765636e3,3.074797385354083867e-1,-3.919098482178587188e-3,2.024572533817475817e-2,1.979956845734469617e0,3.870979024718980144e-1,2.056297998679156580e-1,2.037607371921669984e-3
4060,6.143811550261553748e3,3.070534935915268937e-1,1.804346320055788197e-2,-9.703134052207933180e-2,1.977262040664854448e0,3.870979025326734546e-1,2.056298000809819171e-1,2.038078224602858039e-3
4061,6.145324289543919804e3,3.071018393464516327e-1,1.702983276221228803e-2,-9.162252156539443804e-2,1.977570932716606888e0,3.870979025253018513e-1,2.056298000551419480e-1,2.038581655382099966e-3
4062,6.146836985514575645e3,3.071511366690628519e-1,1.593039343109538264e-2,-8.575514548228205247e-2,1.977885775650262357e0,3.870979025178059585e-1,2.056298000288652172e-1,2.039085208100395799e-3
4063,6.148349746290911753e3,3.071919729731221183e-1,1.495901401438644307e-2,-8.057063894133863202e-2,1.978146461044881788e0,3.870979025116160765e-1,2.056298000071651033e-1,2.039588579893336640e-3
4064,6.149862506455113362e3,3.072303093638489857e-1,1.398631461579197266e-2,-7.537860861966140524e-2,1.978391063558494256e0,3.870979025058239320e-1,2.056297999868604842e-1,2.040091953897097982e-3
4065,6.151369668766481482e3,3.074933869800203223e-1,1.933005590379384712e-3,-1.101070895593495025e-2,1.980057828493179795e0,3.870979024678218305e-1,2.056297998536244231e-1,2.040611044764425574e-3
4066,6.152888016487412642e3,3.072999914761821993e-1,1.202075366493576304e-2,-6.488286165929806060e-2,1.978835250710857530e0,3.870979024953596359e-1,2.056297999501749962e-1,2.041098732140670009e-3
4067,6.154394620234549620e3,3.074977380086905687e-1,-1.140559087322598345e-3,5.404506664751049239e-3,1.980078955350710324e0,3.870979024681283076e-1,2.056297998546997019e-1,2.041619397856242468e-3
4068,6.155907357130049604e3,3.074935531817137857e-1,-2.160229217661132663e-3,1.085004868795876043e-2,1.980049719926999074e0,3.870979024691273418e-1,2.056297998582026776e-1,2.042122840555465890e-3
4069,6.157420786034590492e3,3.074953088621572572e-1,-1.809707323564421159e-3,8.977249858054758835e-3,1.980061809821858310e0,3.870979024687335457e-1,2.056297998568227814e-1,2.042624339097087911e-3
4070,6.158933476750758928e3,3.074886070858072751e-1,-2.920842585662936867e-3,1.491103134883921266e-2,1.980016160674934911e0,3.870979024701639015e-1,2.056297998618374923e-1,2.043127911458264383e-3
4071,6.160446202006402018e3,3.074792895957713101e-1,-3.963527459793507630e-3,2.047928777991003813e-2,1.979953821488820820e0,3.870979024719887751e-1,2.056297998682363182e-1,2.043631386642077042e-3
4072,6.161970498623691128e3,3.070605896737383378e-1,1.789761189224993096e-2,-9.625665678594218233e-2,1.977307493537075800e0,3.870979025315743893e-1,2.056298000771329682e-1,2.044102382746406082e-3
4073,6.163477339797201239e3,3.074606389166545939e-1,5.212612294777393615e-3,-2.852804287434221320e-2,1.979854324635175411e0,3.870979024719718442e-1,2.056297998681780592e-1,2.044622359582253142e-3
4074,6.164990052031381310e3,3.074744928559863255e-1,4.144220720805313549e-3,-2.282238830384403228e-2,1.979941134526212565e0,3.870979024701116655e-1,2.056297998616555545e-1,2.045125871346903986e-3
4075,6.166502783572461340e3,3.074849356020398217e-1,3.114010854014295435e-3,-1.732056221900954429e-2,1.980006064817659173e0,3.870979024687826175e-1,2.056297998569965035e-1,2.045629329017600254e-3
4076,6.168015493619669542e3,3.074927674105683018e-1,2.041200150819899497e-3,-1.159119008796881400e-2,1.980054086338581598e0,3.870979024678843916e-1,2.056297998538466620e-1,2.046132847173577803e-3
4077,6.169528227150131897e3,3.074973546180533313e-1,1.014840556948260657e-3,-6.110006344104773612e-3,1.980081318386380351e0,3.870979024674880420e-1,2.056297998524569404e-1,2.046636299409301720e-3
4078,6.171040940586005490e3,3.074991114942312032e-1,-5.134217572734482970e-5,-4.162386967157677420e-4,1.980090234406672867e0,3.870979024675557101e-1,2.056297998526948889e-1,2.047139808117770521e-3
4079,6.172553648747017178e3,3.074977749766389379e-1,-1.127933193928481797e-3,5.333295786143332773e-3,1.980079206414745885e0,3.870979024681202030e-1,2.056297998546739170e-1,2.047643331617486975e-3
4080,6.174066363052716042e3,3.074933806262586944e-1,-2.192323620005531219e-3,1.101773492039641311e-2,1.980048514466293819e0,3.870979024691681980e-1,2.056297998583490605e-1,2.048146837781442131e-3
4081,6.175584391167401009e3,3.074253766490437356e-1,7.265070702652328891e-3,-3.949064496485603371e-2,1.979631908137976293e0,3.870979024769188870e-1,2.056297998855247944e-1,2.048635416045651528e-3
4082,6.177103225842542088e3,3.070402352837506288e-1,1.831113692481035199e-2,-9.846269076937032294e-2,1.977177519253265903e0,3.870979025346673597e-1,2.056298000879768773e-1,2.049121758203516566e-3
